name,city,state,type,established_year,nirf_ranking,naac_grade,courses_offered,faculty_count,student_faculty_ratio,avg_annual_fee,hostel_fee,scholarship_available,placement_rate,avg_package_lpa,highest_package_lpa,companies_visiting,campus_area_acres,has_library,has_hostel,has_sports,has_wifi,has_lab,has_hospital,acceptance_rate,entrance_exams_accepted,total_intake
Government Polytechnic Anand,Anand,Gujarat,Government,1870,,A,238,1352,4.7,79725,32339,True,74.0,11.96,51.1,134,2108.0,True,True,True,False,False,False,79.8,COMEDK,6405
District Fine Arts College Shillong,Shillong,Meghalaya,Government,2023,231,A,127,744,0.2,73156,81099,False,74.0,9.66,61.35,46,1296.3,False,False,False,False,False,False,28.8,JEE Advanced,134
District Veterinary Science College Bilaspur,Bilaspur,Chhattisgarh,Government,1899,319,B+,83,77,74.4,,73046,True,64.2,3.18,13.4,524,2101.9,True,False,False,True,False,False,42.9,JEE Main,5731
Prime College of Education Warangal,Warangal,Telangana,Private,1954,205,B,20,1224,3.0,,96926,True,40.6,4.9,26.03,664,520.8,False,True,True,True,False,True,2.3,COMEDK,3680
Swami College of Hotel Management and Research New Delhi,New Delhi,Delhi,Private,1886,223,B++,140,769,1.2,320375,73487,True,74.8,7.69,48.39,619,980.2,True,True,True,False,True,True,28.8,WBJEE,933
Government Polytechnic Phagwara,Phagwara,Punjab,Government,2005,223,A+,233,314,25.4,76643,167068,True,83.9,12.79,27.67,536,46.3,False,False,True,False,False,True,73.3,WBJEE,7967
Vijayawada Institute of Pharmacy (Deemed),Vijayawada,Andhra Pradesh,Deemed,1885,,A,36,918,0.1,265714,76148,True,40.6,3.38,19.55,444,438.8,False,True,True,True,True,True,39.7,WBJEE,78
Jai Prakash University Jodhpur,Jodhpur,Rajasthan,Private,1885,466,A,167,1091,7.1,390877,104033,True,33.8,2.53,13.65,50,1335.4,False,False,True,False,False,True,42.4,TNEA,7767
College of Engineering Pune,Pune,Maharashtra,Government,1854,,A+,127,918,1.3,79169,43079,True,68.0,9.34,38.73,402,13.7,True,False,False,False,True,False,45.8,MHT CET,1200
Ambedkar Deemed University Sikar,Sikar,Rajasthan,Deemed,1998,471,B++,170,,,204036,112882,False,49.1,3.12,7.71,173,1655.4,False,False,False,False,True,True,57.6,CLAT,3253
Academy of Agriculture Kharagpur,Kharagpur,West Bengal,Deemed,1910,234,B++,222,789,2.6,256067,29105,True,72.6,5.07,12.13,694,1323.4,False,False,False,True,False,True,35.1,NATA,2071
Government Polytechnic Hamirpur,Hamirpur,Himachal Pradesh,Government,1914,,,145,332,18.0,201989,125219,True,91.5,20.96,74.54,379,1237.6,True,False,True,False,True,False,3.8,KCET,5976
Indira Institute of Pharmacy Sagar,Sagar,Madhya Pradesh,Private,1919,,B++,37,614,5.3,363606,120219,True,56.8,2.22,6.76,90,444.4,True,True,True,True,True,True,25.0,AP EAMCET,3227
Jawaharlal University Kochi,Kochi,Kerala,Private,1950,233,A,77,143,21.4,322655,124430,True,56.3,,,21,1470.4,True,True,False,True,True,False,75.9,University Entrance,3056
Meera University Naharlagun,Naharlagun,Arunachal Pradesh,Private,1985,25,B+,194,682,2.3,1144076,174001,True,93.5,21.43,61.44,59,1336.7,True,False,True,True,False,True,5.0,JEE Advanced,1600
Sri Ambedkar Institute of Management Coimbatore,Coimbatore,Tamil Nadu,Private,1897,181,A+,106,1305,3.6,364255,151158,True,75.6,4.94,17.08,684,1048.4,True,True,True,True,True,False,77.6,JEE Advanced,4668
Global Academy of Arts Dimapur,Dimapur,Nagaland,Private,1922,233,A,115,413,1.3,126142,59941,True,28.9,4.06,26.11,639,1039.5,False,True,True,False,True,True,81.8,MHT CET,538
Autonomous College of Technology Vasco da Gama,Vasco da Gama,Goa,Autonomous,1999,176,A+,250,1275,5.7,,96311,True,51.7,3.62,25.3,623,2163.0,True,True,True,True,True,True,21.3,CLAT,7238
State Institute of Science Bhopal,Bhopal,Madhya Pradesh,Government,1873,,B+,38,804,5.1,132846,130951,True,85.8,24.11,117.18,193,640.6,True,False,False,True,False,True,7.3,TS EAMCET,4131
Chandra Institute of Fine Arts Imphal,Imphal,Manipur,Private,1953,,B++,74,503,3.7,122549,61075,False,45.2,4.0,23.26,556,1618.9,True,False,False,True,False,True,54.8,KCET,1885
Autonomous College of Agriculture Delhi,Delhi,Delhi,Autonomous,1859,,B+,144,1286,2.4,446564,128451,True,86.5,16.16,75.31,217,1261.0,True,False,True,True,True,True,18.6,State Level,3076
Modern Institute of Social Work Ranchi,Ranchi,Jharkhand,Private,1918,465,,175,584,4.8,374497,161812,True,46.6,4.75,28.53,149,718.6,True,True,True,True,True,True,5.9,COMEDK,2831
Madhya Pradesh State Arts College Bhopal,Bhopal,Madhya Pradesh,Government,1876,493,B++,234,581,5.4,5640,156074,True,48.5,2.19,11.8,80,1271.6,False,False,True,True,False,False,53.1,AP EAMCET,3119
Government Hotel Management College Puri,Puri,Odisha,Government,1940,248,A++,137,1390,1.7,18128,105400,True,82.2,12.87,42.03,544,1776.6,True,False,False,True,False,True,40.8,State Level,2348
Babasaheb Autonomous Institute Dimapur,Dimapur,Nagaland,Autonomous,2010,302,A,11,640,4.7,97158,96525,True,27.9,4.92,23.97,247,2048.9,False,True,False,False,True,False,36.6,MHT CET,2985
Global Academy of Arts Pantnagar,Pantnagar,Uttarakhand,Private,1948,377,A,153,62,62.3,322734,58840,False,25.9,3.6,17.36,320,87.1,False,False,True,False,False,False,55.6,CUET,3860
Devi Ahilya Foundation Journalism College Dharwad,Dharwad,Karnataka,Private,1890,227,A,52,1159,3.4,553026,46268,False,60.1,6.86,19.3,32,1098.6,False,False,False,True,True,False,52.8,TS EAMCET,3955
Tura Government Information Technology College,Tura,Meghalaya,Government,1999,211,B+,20,1177,6.5,46869,173186,True,63.0,3.95,15.09,656,1411.0,True,True,True,False,True,False,43.5,WBJEE,7661
Modern Institute of Applied Sciences Sikar,Sikar,Rajasthan,Private,1988,161,A,143,373,11.6,318887,66088,True,67.4,6.98,33.25,456,955.1,True,True,False,True,True,True,72.0,TS EAMCET,4345
State Institute of Dental Sciences Aizawl,Aizawl,Mizoram,Government,1917,400,,229,408,7.8,43266,81529,True,52.3,3.94,20.82,317,2102.0,True,True,True,True,True,True,74.5,Own Entrance,3175
Meerut Institute of Agriculture (Deemed),Meerut,Uttar Pradesh,Deemed,1986,69,B++,11,1285,1.1,836109,52046,True,85.9,8.55,36.73,525,1652.4,True,True,True,True,True,True,40.6,Own Entrance,1407
Baramulla Institute of Technology,Baramulla,Jammu & Kashmir,Private,1933,237,A,232,481,8.9,128000,130572,True,31.4,4.15,8.36,517,2087.0,True,True,True,True,True,True,33.2,NATA,4260
Academy of Information Technology Dharwad,Dharwad,Karnataka,Deemed,1975,221,A+,103,412,5.5,446202,148553,True,72.7,,,208,1796.6,True,False,False,False,False,False,1.5,GATE,2280
Indian Institute of Technology Guwahati,Guwahati,Assam,Government,1994,,A++,76,527,1.5,45007,37668,False,85.8,13.6,32.02,695,1214.6,False,True,True,False,True,True,46.3,JEE Advanced,800
Aizawl Autonomous College of Hotel Management,Aizawl,Mizoram,Autonomous,2007,,A,166,61,36.3,118749,122992,True,72.3,16.28,110.99,270,2384.5,True,True,False,False,True,True,74.4,GATE,2216
Prime College of Arts Belgaum,Belgaum,Karnataka,Private,1948,63,A+,171,1123,1.8,,36031,True,68.6,6.99,23.81,318,626.0,True,True,True,True,True,True,55.8,JEE Advanced,2068
Lakshmi Institute of Information Technology Dimapur,Dimapur,Nagaland,Private,1933,,B+,158,453,16.2,460396,87819,True,72.9,11.85,52.96,149,1242.2,True,True,False,False,True,False,44.5,NEET UG,7339
Shri Ram Autonomous Institute Ludhiana,Ludhiana,Punjab,Autonomous,2023,,B+,231,910,6.9,67819,167822,True,35.2,4.08,12.87,542,2426.5,True,False,False,True,True,True,48.2,TNEA,6241
Rajendra Prasad University Namchi,Namchi,Sikkim,Private,2010,438,B++,50,1449,1.0,347410,80831,True,36.8,4.92,12.11,402,2454.6,False,False,True,True,False,False,35.0,WBJEE,1512
SR University,Warangal,Telangana,Private,2018,,A,169,52,11.5,312047,133514,True,35.4,3.36,8.71,643,,False,True,False,True,False,False,63.7,Own Entrance,600
Namchi Government Commerce College,Namchi,Sikkim,Government,2014,,A++,36,863,5.7,78355,172231,True,80.1,12.26,57.44,538,437.1,True,True,True,True,False,True,35.8,VITEEE,4952
Academy of Ayurveda Muzaffarpur,Muzaffarpur,Bihar,Deemed,2022,200,A,197,328,10.4,246084,157611,True,27.8,4.01,24.11,247,1726.4,True,True,True,True,False,False,9.8,COMEDK,3419
Sri Babasaheb Institute of Architecture Darbhanga,Darbhanga,Bihar,Private,1975,270,B+,100,183,26.8,187016,109289,False,42.0,4.58,14.18,446,1925.8,True,False,False,False,False,True,9.4,VITEEE,4906
State Institute of Homeopathy Vasco da Gama,Vasco da Gama,Goa,Government,1899,133,A,84,1009,1.0,58744,26158,True,69.3,7.83,16.14,616,1040.7,False,False,True,True,False,False,54.3,KCET,1055
SP Jain Institute of Management,Mumbai,Maharashtra,Private,1981,157,A++,243,406,0.7,212884,84107,True,56.2,6.91,45.61,46,1383.1,False,True,False,True,True,False,77.8,CAT/XAT,300
National Institute of Technology Warangal,Warangal,Telangana,Government,1959,202,A+,51,705,1.2,75910,169382,False,79.0,8.79,18.84,509,531.9,True,True,True,True,True,True,68.0,JEE Main,850
Excel Institute of Physical Education Vijayawada,Vijayawada,Andhra Pradesh,Private,1871,131,A+,192,670,0.2,327268,171287,True,55.7,4.28,15.04,184,1671.8,True,True,False,False,True,True,9.5,State Level,135
Government Model College Madurai,Madurai,Tamil Nadu,Government,1964,81,,42,438,2.1,162446,97667,False,92.1,32.49,88.5,375,1683.7,True,True,True,True,False,False,43.7,NEET UG,941
Autonomous College of Arts Rewa,Rewa,M.P.,Autonomous,1961,149,A,239,278,4.3,237542,45989,True,56.7,4.66,28.36,211,1150.5,True,True,True,True,True,False,40.0,KCET,1184
Gangtok Government Arts College,Gangtok,Sikkim,Government,1862,,A+,180,1337,2.4,134977,171498,False,97.9,32.52,152.1,484,,False,False,False,False,False,True,4.8,BITSAT,3154
Government Pharmacy College Agartala,Agartala,Tripura,Government,1864,,A,162,,,98233,25372,True,76.8,6.94,38.96,174,1601.1,True,True,True,True,False,False,72.3,CAT,2990
OP Jindal Global University,Sonipat,Haryana,Private,2009,54,A+,238,1443,0.5,544432,53500,True,73.1,10.63,60.53,549,235.4,False,True,True,True,True,False,57.3,JSAT,700
Autonomous College of Ayurveda Korba,Korba,Chhattisgarh,Autonomous,1996,,A,84,690,2.5,143932,42846,True,77.0,15.08,83.51,39,427.0,True,True,True,False,True,False,63.9,NATA,1743
Deemed Institute of Engineering Karaikal,Karaikal,Puducherry,Deemed,1995,175,B++,165,1118,4.8,260699,171830,False,67.9,7.74,18.78,533,616.9,False,True,True,False,False,False,14.0,CLAT,5313
Sri Tagore Institute of Computer Science Prayagraj,Prayagraj,Uttar Pradesh,Private,2008,,A,77,1154,1.8,359279,110421,True,40.8,4.69,16.73,300,342.7,False,False,False,True,False,False,33.1,JEE Main,2128
Sapru Deemed University Aizawl,Aizawl,Mizoram,Deemed,1943,225,A,207,108,17.9,527572,47797,True,50.1,6.21,38.49,467,1569.1,True,False,False,False,True,False,3.1,COMEDK,1928
Sikar Institute of Hotel Management,Sikar,Rajasthan,Private,1901,68,B++,158,598,12.8,414891,78361,False,58.1,6.55,35.45,520,944.5,True,True,True,True,True,True,9.7,CUET,7667
Prime College of Law Puducherry,Puducherry,Puducherry,Private,1958,106,B++,142,58,110.0,332442,156249,True,72.9,8.73,22.11,481,791.2,True,False,True,True,False,True,69.6,TNEA,6378
Bhagalpur Institute of Architecture,Bhagalpur,Bihar,Private,1917,134,A+,210,718,9.2,275603,143634,True,77.4,8.3,23.56,466,312.7,False,False,False,False,True,False,81.6,CLAT,6575
Manipal Academy of Higher Education,Manipal,Karnataka,Private,1953,45,A++,236,536,5.6,1409142,41866,True,95.4,16.36,90.91,406,282.7,False,True,True,True,True,True,14.6,MET,3000
District Medical Sciences College Mohali,Mohali,Punjab,Government,1907,24,B+,133,1262,0.7,131106,84614,False,86.1,13.41,49.6,497,2481.3,True,False,True,True,True,True,24.2,State Level,882
Jharkhand State Technology College Hazaribagh,Hazaribagh,Jharkhand,Government,1924,382,B++,188,623,12.8,49751,146885,True,55.9,,,677,585.8,False,True,True,False,False,False,64.1,CUET,7966
Baramulla Nursing Autonomous College,Baramulla,Jammu & Kashmir,autonomous,1902,33,B++,108,1283,3.6,,72157,False,92.0,15.64,92.04,170,2056.8,False,True,True,False,True,False,78.2,CUET,4657
Government Fine Arts College Korba,Korba,Chhattisgarh,Government,1914,191,A,152,1429,3.5,30078,175638,True,81.2,8.76,29.35,677,962.1,True,True,True,False,False,True,54.2,State Level,5046
Modern Institute of Veterinary Science Haridwar,Haridwar,Uttarakhand,Private,2007,188,A,111,625,12.1,251535,21893,True,31.6,3.97,14.3,380,1089.8,True,False,True,False,True,True,56.7,TNEA,7571
Padmavati College of Homeopathy and Research Tirupati,Tirupati,Andhra Pradesh,Private,1863,,A+,53,1012,2.9,558699,73221,False,96.3,13.17,36.26,344,1670.0,False,True,False,True,True,True,74.2,NATA,2903
Sapru College of Hotel Management and Research Prayagraj,Prayagraj,Uttar Pradesh,Private,1882,,A+,6,425,12.8,224747,61892,True,77.9,7.4,28.43,58,803.0,False,False,False,False,False,True,54.0,VITEEE,5424
Panjab University,Chandigarh,Chandigarh,Government,1882,209,A++,78,1487,2.0,89890,158660,True,87.7,9.84,53.56,447,1522.9,False,False,True,False,False,True,27.6,Own Entrance,3000
Saraswati University Dharamsala,Dharamsala,Himachal Pradesh,Private,1855,304,A,202,627,10.5,123314,119316,True,39.1,,,636,678.3,False,True,False,False,False,True,78.6,UPSEE,6561
Government Model College Kohima,Kohima,Nagaland,Government,1980,215,A+,213,730,7.7,55359,72120,False,65.7,9.64,33.37,471,1845.7,False,True,False,False,True,False,40.4,KCET,5643
Kolkata Institute of Medical Sciences,Kolkata,West Bengal,Private,1988,,B++,210,1331,0.7,1361388,34397,False,95.1,23.22,122.98,686,1570.2,False,False,False,False,True,True,9.0,CLAT,925
Global Academy of Management Anand,Anand,Gujarat,Private,1926,,B,201,164,28.3,701409,83919,False,59.0,11.03,72.85,444,2362.7,False,False,False,False,True,False,71.1,TS EAMCET,4638
Modern Institute of Homeopathy Namchi,Namchi,Sikkim,Private,1963,,A,134,1323,5.9,686516,148566,True,66.7,5.71,30.42,26,100.0,False,True,True,False,True,True,39.8,University Entrance,7871
Raman Deemed University Naharlagun,Naharlagun,Arunachal Pradesh,Deemed,1854,,B+,73,956,7.9,,155879,True,34.8,3.59,17.45,669,46.6,False,False,False,False,False,False,53.1,NEET UG,7530
Himachal Pradesh State Applied Sciences College Kullu,Kullu,Himachal Pradesh,Government,1853,,B++,148,941,1.2,249150,94139,True,91.7,31.31,201.9,566,2055.1,False,False,True,True,False,True,28.8,MHT CET,1090
Hazaribagh Government Fashion Design College,Hazaribagh,Jharkhand,Government,1886,319,A,130,1492,4.4,18768,89339,True,33.4,4.57,10.83,260,1892.9,True,True,True,True,False,True,29.8,NATA,6577
Government Model College Nashik,Nashik,Maharashtra,Government,1866,,B++,197,243,18.2,18844,158467,True,40.4,5.81,24.69,432,1932.8,True,False,True,True,True,False,37.3,COMEDK,4420
Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,Deemed,1987,247,A+,103,272,9.2,475651,83917,True,76.8,7.94,28.62,272,1351.5,True,False,False,True,False,False,24.8,Own Entrance,2500
Government Information Technology College Asansol,Asansol,West Bengal,Government,1925,,B++,236,402,12.4,32173,26931,True,71.9,9.07,42.7,132,899.2,True,True,True,False,True,True,21.2,CLAT,4977
Kanpur Engineering Autonomous College,Kanpur,Uttar Pradesh,autonomous,1958,439,B,96,1496,5.0,51033,59484,False,30.5,4.84,28.65,217,1106.6,True,True,True,False,True,True,15.1,CAT,7468
Deemed Institute of Homeopathy Baramulla,Baramulla,Jammu & Kashmir,Deemed,1932,58,A++,225,1145,6.6,1491958,178463,True,90.1,19.05,119.05,279,695.6,True,True,True,True,True,True,37.6,JEE Main,7599
Modern Institute of Fine Arts Davangere,Davangere,Karnataka,Private,1992,242,A,24,1457,0.6,,59853,False,72.7,11.74,77.23,606,557.4,False,True,True,True,True,False,58.1,AP EAMCET,906
Deemed Institute of Nursing Bathinda,Bathinda,Punjab,Deemed,1929,176,A,87,49,74.3,232975,113874,True,,3.29,14.75,130,1402.7,True,False,False,True,False,True,73.4,VITEEE,3639
Amrita Academy of Veterinary Science Kohima,Kohima,Nagaland,Deemed,1972,,B+,48,1188,0.8,,107145,True,29.3,4.52,10.93,222,,False,False,False,False,False,True,42.1,UPSEE,952
Tripura University,Agartala,Tripura,Government,1987,177,B++,48,563,0.6,48795,24820,True,43.2,5.62,26.04,71,711.5,True,True,True,True,True,False,67.3,CUET,350
University of Hyderabad,Hyderabad,Telangana,Government,1974,84,A++,77,726,2.1,52941,29821,True,65.2,10.68,27.09,475,2472.8,True,True,True,True,True,True,46.6,CUET,1500
Azim Premji University,Bangalore,Karnataka,Private,2010,330,A,188,1274,0.3,,46895,False,27.6,4.31,15.22,446,418.3,True,True,False,True,True,True,38.3,Own Test,400
Kurukshetra Government Applied Sciences College,Kurukshetra,Haryana,Government,1894,20,A+,213,1044,2.8,66748,176562,True,97.2,16.42,40.9,345,971.5,False,True,False,True,True,False,50.3,NATA,2874
Lakshmi Autonomous Institute Kohima,Kohima,Nagaland,Autonomous,1858,23,B++,243,1156,0.4,426759,82237,True,84.4,14.79,68.01,216,709.0,True,True,True,False,False,True,60.9,MHT CET,496
Gauhati University,Guwahati,Assam,Government,1948,171,A,78,64,15.6,29890,122254,True,46.6,2.58,16.39,469,956.2,False,False,False,False,False,False,27.5,Own Entrance,1000
Davangere Institute of Ayurveda,Davangere,Karnataka,Private,1864,335,,217,90,26.7,353041,38662,True,27.6,2.17,9.43,675,349.2,True,True,True,True,True,True,20.7,NATA,2399
Government College of Nursing Chandigarh,Chandigarh,Chandigarh,Government,1920,,A,231,744,10.2,83926,96651,True,76.5,8.85,39.24,135,527.7,True,False,False,True,False,True,81.7,CLAT,7582
Academy of Education Chandigarh,Chandigarh,Chandigarh,Deemed,1894,93,A,210,1090,6.2,462135,36619,True,72.1,7.19,38.34,539,2418.5,True,True,True,True,False,True,66.1,NATA,6782
Sardar College of Pharmacy and Research Jammu,Jammu,Jammu & Kashmir,Private,1912,,A,226,1226,5.2,254262,92080,False,57.2,5.15,10.9,115,279.1,False,True,True,True,False,False,78.9,AP EAMCET,6371
Indian Institute of Technology Indore,Indore,Madhya Pradesh,Government,2009,130,A+,66,683,0.8,91503,168170,True,77.0,14.35,43.36,281,990.7,True,False,False,False,False,True,57.4,JEE Advanced,550
Raman University Itanagar,Itanagar,Arunachal Pradesh,Private,1970,,A,209,585,11.1,185772,144878,True,48.0,2.8,14.3,409,1155.0,True,True,True,True,True,True,66.6,JEE Advanced,6482
Srinivasa Academy of Nursing Bhilai,Bhilai,Chhattisgarh,Deemed,1992,153,A,218,1389,2.3,452780,53645,True,58.6,8.3,37.34,373,850.9,True,True,True,True,True,True,36.2,JEE Main,3129
Government College of Arts Shimoga,Shimoga,Karnataka,Government,1912,,A+,10,1363,2.3,178295,178386,False,91.8,25.89,52.05,198,1772.4,False,False,True,True,False,False,55.4,GATE,3121
Itanagar College of Veterinary Science,Itanagar,Arunachal Pradesh,Private,1929,46,B++,27,447,13.6,2172161,87050,True,88.0,23.94,114.5,615,1965.0,True,True,True,True,True,True,10.3,JEE Advanced,6071
Aryabhata University Imphal,Imphal,Manipur,Private,1921,,A,30,693,0.9,193220,170729,True,26.9,3.85,11.1,166,1892.2,True,False,True,True,True,True,22.4,GATE,610
Aryabhata Deemed University Karimnagar,Karimnagar,Telangana,Deemed,1977,,B,191,342,20.7,478495,150280,True,51.9,7.67,45.51,631,690.0,True,True,True,True,True,True,62.3,SRMJEEE,7070
Lucknow College of Engineering,Lucknow,Uttar Pradesh,private,2007,149,A,149,1203,4.3,218622,148901,True,73.7,9.71,24.58,669,1033.1,False,False,False,False,True,True,84.2,KCET,5126
Puducherry Institute of Social Work,Puducherry,Puducherry,Private,1981,163,B+,78,562,4.2,160360,105285,True,49.3,3.79,10.16,426,1780.2,False,False,True,True,True,True,4.4,COMEDK,2367
Saraswati Institute of Management Karimnagar,Karimnagar,Telangana,Private,1913,92,B,71,881,8.9,611305,102317,True,80.1,,,551,1104.3,True,True,False,True,False,True,25.7,VITEEE,7843
Excel Institute of Fine Arts Puri,Puri,Odisha,Private,1973,132,B+,117,256,23.7,361614,58141,False,79.6,10.22,66.02,288,176.2,True,True,True,True,False,False,51.4,MHT CET,6060
