name,city,state,type,established_year,nirf_ranking,naac_grade,courses_offered,faculty_count,student_faculty_ratio,avg_annual_fee,hostel_fee,scholarship_available,placement_rate,avg_package_lpa,highest_package_lpa,companies_visiting,campus_area_acres,has_library,has_hostel,has_sports,has_wifi,has_lab,has_hospital,acceptance_rate,entrance_exams_accepted,total_intake,institution_age,fee_category,region,infrastructure_score,naac_numeric
Vijayawada Institute of Veterinary Science (Deemed),Vijayawada,Andhra Pradesh,Deemed,2015,,B+,95,208.0,24.6,259409.0,128904,True,52.3,3.93,17.23,265,2157.9,True,False,True,True,True,False,2.7,TNEA,5110,11,Medium (1-5L),South,4,2
Saraswati College of Fashion Design and Research Raipur,Raipur,Chhattisgarh,Private,1937,28.0,B++,166,1307.0,4.7,2334111.0,54961,True,89.6,25.35,130.89,402,1065.0,True,False,False,True,False,False,2.3,TS EAMCET,6139,89,High (>5L),Central,2,3
Deemed Institute of Education Kota,Kota,Rajasthan,Deemed,1871,204.0,B++,123,497.0,4.7,272378.0,83177,True,42.0,5.51,11.28,603,2274.9,True,True,True,True,True,True,61.2,University Entrance,2348,155,Medium (1-5L),North,6,3
Devi Ahilya Institute of Homeopathy New Delhi,New Delhi,Delhi,Private,1965,93.0,A,202,1180.0,5.8,706991.0,156496,False,80.3,5.8,28.11,169,,True,True,False,False,True,False,83.2,JEE Main,6842,61,High (>5L),North,3,4
Aryabhata University Dharwad,Dharwad,Karnataka,Private,1977,,A++,154,1314.0,3.6,422460.0,30904,False,73.6,4.53,10.2,247,677.2,True,False,True,False,False,True,35.1,KCET,4729,49,Medium (1-5L),South,3,6
Sonipat Institute of Journalism,Sonipat,Haryana,Private,2013,446.0,B+,150,447.0,14.0,251627.0,46146,False,27.7,4.24,12.82,110,1567.7,False,False,False,False,False,False,20.7,BITSAT,6259,13,Medium (1-5L),North,0,2
Government Homeopathy College Bathinda,Bathinda,Punjab,Government,2010,237.0,B++,110,357.0,0.4,40953.0,91630,False,63.8,4.91,21.29,126,,False,False,True,False,False,False,66.8,MHT CET,145,16,Low (<1L),North,1,3
Sri Guru Gobind Singh Institute of Pharmacy Rewa,Rewa,Madhya Pradesh,Private,2005,,B++,227,487.0,12.3,276338.0,147142,False,54.7,2.82,19.3,263,1496.4,True,True,False,False,True,False,66.0,MHT CET,5974,21,Medium (1-5L),Central,3,3
Guru Gobind Singh University Gwalior,Gwalior,Madhya Pradesh,Private,1905,493.0,B,212,282.0,2.5,321079.0,143640,True,35.3,4.73,23.24,145,77.2,False,False,True,False,False,False,51.8,BITSAT,711,121,Medium (1-5L),Central,1,1
Aurobindo Foundation Science College Dimapur,Dimapur,Nagaland,Private,1985,262.0,B,121,823.0,3.5,330367.0,59576,False,36.5,5.36,31.44,87,563.2,True,True,True,False,True,True,12.2,University Entrance,2856,41,Medium (1-5L),Northeast,5,1
Autonomous College of Management Prayagraj,Prayagraj,Uttar Pradesh,Autonomous,1850,154.0,A++,24,1258.0,3.1,56926.0,145357,False,70.9,6.85,28.33,286,889.8,True,True,True,False,True,True,50.3,MHT CET,3936,176,Low (<1L),North,5,6
Bharati Academy of Social Work Prayagraj,Prayagraj,Uttar Pradesh,Deemed,1968,204.0,A,228,440.0,1.2,590022.0,151446,False,53.0,4.83,25.45,497,,False,False,True,False,True,False,84.5,State Level,514,58,High (>5L),North,2,4
Autonomous College of Nursing Agartala,Agartala,Tripura,Autonomous,1913,,B,20,378.0,1.4,72824.0,97369,True,47.0,4.8,21.8,227,1462.9,True,False,False,True,False,False,9.8,SRMJEEE,520,113,Low (<1L),Northeast,2,1
Chandigarh Engineering Autonomous College,Chandigarh,Chandigarh,Autonomous,1968,161.0,B,141,1404.0,2.1,97932.0,133314,False,55.4,8.31,34.77,616,1677.9,True,True,True,True,True,True,50.9,CAT,2883,58,Low (<1L),North,6,1
Government College of Fashion Design Tezpur,Tezpur,Assam,Government,1860,21.0,A++,52,689.0,10.5,80112.0,117920,True,90.2,32.71,140.96,127,2460.2,True,False,True,True,True,True,35.5,CAT,7213,166,Low (<1L),Northeast,5,6
Margao Government Dental Sciences College,Margao,Goa,Government,1995,161.0,B,150,1397.0,3.5,78568.0,113130,False,83.8,12.85,45.26,25,628.7,True,False,True,True,False,True,23.2,CUET,4845,31,Low (<1L),West,4,1
Modern Institute of Physical Education Alappuzha,Alappuzha,Kerala,Private,1984,168.0,A,190,372.0,1.4,253571.0,69558,True,27.7,4.16,21.52,78,2263.2,True,True,True,False,True,True,38.6,University Entrance,516,42,Medium (1-5L),South,5,4
All India Institute of Medical Sciences Delhi,New Delhi,Delhi,Government,1956,172.0,A++,59,71.0,2.8,77835.0,74759,True,85.0,8.33,56.52,204,2405.3,False,False,False,False,True,True,10.9,NEET UG,200,70,Low (<1L),North,2,6
Aligarh Autonomous College of Veterinary Science,Aligarh,Uttar Pradesh,Autonomous,1986,154.0,B+,186,1440.0,3.2,175748.0,79736,True,62.3,6.19,19.62,358,411.0,False,True,True,True,True,True,60.2,Own Entrance,4599,40,Medium (1-5L),North,5,2
Shri Ram Institute of Hotel Management Meerut,Meerut,Uttar Pradesh,Private,1985,450.0,A,9,223.0,33.2,397147.0,25121,False,34.2,4.03,20.29,254,101.8,True,True,True,True,True,True,18.6,GATE,7408,41,Medium (1-5L),North,6,4
Patel Foundation Pharmacy College Silchar,Silchar,Assam,Private,1994,243.0,B++,11,1432.0,4.1,592194.0,62404,True,61.2,11.89,52.32,226,1817.8,False,False,False,True,False,True,31.3,TS EAMCET,5805,32,High (>5L),Northeast,2,3
Amrita University Margao,Margao,Goa,Private,1988,,A,77,1058.0,1.7,378116.0,37364,True,56.3,7.23,39.33,498,,True,True,True,True,True,True,25.5,AP EAMCET,1837,38,Medium (1-5L),West,6,4
Government College of Management Erode,Erode,Tamil Nadu,Government,1900,238.0,B+,184,571.0,13.6,46446.0,65288,True,85.8,11.51,47.39,597,1129.2,True,True,True,True,True,True,21.1,JEE Main,7763,126,Low (<1L),South,6,2
University of Madras,Chennai,Tamil Nadu,Government,1857,,A++,121,1014.0,3.0,15753.0,179379,True,85.3,7.38,36.49,429,1105.8,True,True,True,True,True,True,51.5,Own Entrance,3000,169,Low (<1L),South,6,6
Durgapur Institute of Social Work (Deemed),Durgapur,West Bengal,Deemed,1987,345.0,B+,107,773.5,5.2,113015.0,59831,False,45.6,4.53,20.37,184,1626.7,True,False,False,True,True,False,33.0,CAT,3479,39,Medium (1-5L),East,3,2
Global Academy of Law Purnia,Purnia,Bihar,Private,1872,,B++,50,1366.0,5.4,567054.0,146204,True,63.7,5.42,20.2,524,1779.7,False,False,False,False,False,False,57.0,AP EAMCET,7311,154,High (>5L),East,0,3
Amrita College of Management and Research Bhagalpur,Bhagalpur,Bihar,Private,1914,296.0,B++,183,1328.0,1.4,289581.0,130238,True,40.9,3.61,9.04,12,870.1,True,False,False,False,False,True,56.4,SRMJEEE,1893,112,Medium (1-5L),East,2,3
Panaji Institute of Science (Deemed),Panaji,Goa,Deemed,1917,495.0,B++,166,773.0,6.2,188229.0,112267,True,37.5,5.42,25.95,398,688.0,True,True,True,True,True,True,63.2,JEE Main,4768,109,Medium (1-5L),West,6,3
Bombay College of Pharmacy,Mumbai,Maharashtra,Government,1957,,A+,247,414.0,0.5,38394.0,144926,True,72.2,7.19,35.0,204,1248.5,False,False,True,False,True,True,17.8,MHT CET,200,69,Low (<1L),West,3,5
Patel College of Fine Arts and Research Kakinada,Kakinada,Andhra Pradesh,Private,2022,215.0,B,43,808.0,2.8,728818.0,147253,False,59.6,7.08,22.94,547,829.1,False,True,True,True,True,True,60.4,GATE,2231,4,High (>5L),South,5,1
Global Academy of Physical Education Shillong,Shillong,Meghalaya,Private,1956,46.0,A,23,774.0,8.2,998451.0,163349,True,96.8,26.24,172.13,635,1953.3,False,False,True,False,False,True,22.6,CAT,6357,70,High (>5L),Northeast,2,4
Agartala Government Management College,Agartala,Tripura,Government,1908,168.0,A,241,628.0,1.5,12291.0,115892,True,45.4,3.87,15.61,144,505.4,True,True,True,True,False,True,45.6,AP EAMCET,962,118,Low (<1L),Northeast,5,4
Modern Institute of Commerce Hyderabad,Hyderabad,Telangana,Private,1993,124.0,B++,207,1071.0,6.9,670267.0,50783,True,79.6,4.54,18.59,32,419.0,True,False,False,False,False,True,24.0,WBJEE,7391,33,High (>5L),South,2,3
Raman College of Computer Science and Research Shimoga,Shimoga,Karnataka,Private,1851,169.0,A++,218,318.0,11.1,624803.0,110960,True,72.6,5.51,12.41,32,1605.2,False,False,True,True,False,False,14.4,JEE Main,3529,175,High (>5L),South,2,6
State Institute of Engineering Aizawl,Aizawl,Mizoram,Government,1878,,A+,75,502.0,9.1,136339.0,43324,True,90.1,19.67,66.21,20,246.7,False,True,True,False,False,False,83.3,University Entrance,4552,148,Medium (1-5L),Northeast,2,5
Government Polytechnic Pilani,Pilani,Rajasthan,Government,2019,,B+,41,933.0,7.4,116447.0,144001,True,89.4,18.71,74.44,291,2274.1,False,False,False,True,False,False,45.4,NEET UG,6910,7,Medium (1-5L),North,1,2
Prime College of Hotel Management Shillong,Shillong,Meghalaya,Private,1869,,B++,189,1453.0,5.3,149728.0,43693,True,44.7,5.02,10.92,661,2073.4,True,True,False,True,True,True,67.3,TS EAMCET,7759,157,Medium (1-5L),Northeast,5,3
Indira Institute of Social Work Gwalior,Gwalior,M.P.,Private,1880,,A++,227,1270.0,3.5,523314.0,159795,True,71.5,9.09,31.8,73,618.7,False,False,False,False,False,True,72.5,CLAT,4383,146,High (>5L),Other,1,6
University of Delhi,New Delhi,Delhi,Government,1922,132.0,A++,244,1377.0,5.8,33018.0,21358,True,87.2,14.78,41.23,497,1194.7,True,True,False,False,True,True,17.8,CUET,8000,104,Low (<1L),North,4,6
Dayanand Institute of Fashion Design Sagar,Sagar,Madhya Pradesh,Private,1874,,B,127,822.0,4.1,364020.0,46477,True,41.6,4.71,9.98,610,2172.3,True,True,True,True,True,True,4.1,TNEA,3396,152,Medium (1-5L),Central,6,1
Modern Institute of Information Technology Namchi,Namchi,Sikkim,Private,1946,474.0,B,154,1202.0,0.8,301185.0,84574,True,41.2,5.48,25.145,375,1838.2,False,False,True,False,True,True,55.0,JEE Advanced,961,80,Medium (1-5L),Northeast,3,1
Indian Institute of Management Kozhikode,Kozhikode,Kerala,Government,1996,113.0,A++,155,292.0,1.4,95750.0,135968,True,84.8,5.87,14.69,403,880.1,True,True,False,True,True,True,37.1,CAT,400,30,Low (<1L),South,5,6
Dhanbad Institute of Arts,Dhanbad,Jharkhand,Private,1986,,A,10,832.0,5.8,660103.0,76942,False,77.8,8.33,57.93,359,2113.1,True,False,False,True,True,True,14.6,JEE Advanced,4865,40,High (>5L),East,4,4
Global Academy of Journalism Baramulla,Baramulla,Jammu & Kashmir,Private,2003,140.0,A+,186,1246.0,3.1,636979.0,37573,True,72.5,8.9,59.23,191,2000.2,True,False,False,False,True,False,54.6,NEET UG,3812,23,High (>5L),North,2,5
Bilaspur Institute of Agriculture,Bilaspur,Chhattisgarh,Private,1918,,B+,235,554.0,10.3,348557.0,173929,False,80.7,7.67,38.12,492,278.7,True,True,False,False,True,False,51.8,AP EAMCET,5694,108,Medium (1-5L),Central,3,2
Sri Ramanujan Institute of Agriculture Coimbatore,Coimbatore,Tamil Nadu,Private,1883,,B,174,570.0,0.9,261330.0,135172,True,77.0,9.78,64.37,569,1157.5,True,False,False,True,False,True,66.2,KCET,486,143,Medium (1-5L),South,3,1
Tilak Academy of Commerce Jamshedpur,Jamshedpur,Jharkhand,Deemed,1850,85.0,B++,7,1384.0,5.3,247288.0,52359,True,71.6,5.82,25.11,683,575.9,True,True,True,False,False,True,54.3,CLAT,7382,176,Medium (1-5L),East,4,3
New Delhi College of Veterinary Science,New Delhi,Delhi,Private,2018,184.0,A,16,1425.0,0.5,417555.0,33297,True,57.9,5.48,25.145,192,2171.4,False,True,True,False,True,False,35.0,State Level,663,8,Medium (1-5L),North,3,4
Hyderabad Government Arts College,Hyderabad,Telangana,Government,1871,155.0,A,181,583.0,12.5,46446.0,171512,True,87.0,8.07,32.5,113,1362.9,True,True,True,True,True,False,30.2,WBJEE,7267,155,Low (<1L),South,5,4
District Law College Delhi,Delhi,Delhi,Government,1954,416.0,A,73,1261.0,6.2,36496.0,84126,True,44.4,3.1,15.92,75,1922.6,True,False,True,False,False,True,14.7,COMEDK,7808,72,Low (<1L),North,3,4
Chanakya Foundation Architecture College Vellore,Vellore,Tamil Nadu,Private,1995,234.0,B+,181,1427.0,3.5,133907.0,139559,True,40.9,3.3,9.13,293,748.7,False,True,True,True,True,True,67.7,CUET,5033,31,Medium (1-5L),South,5,2
Tiruchirappalli Institute of Fine Arts (Deemed),Tiruchirappalli,Tamil Nadu,Deemed,1980,119.0,A+,43,263.0,6.2,257896.0,47638,True,73.2,5.12,29.07,594,,False,True,True,True,True,False,59.3,JEE Main,1619,46,Medium (1-5L),South,4,5
Prime College of Veterinary Science Aizawl,Aizawl,Mizoram,Private,2020,11.0,B++,122,1436.0,5.5,1694305.0,52330,False,96.0,22.55,77.84,289,973.2,True,True,True,True,True,True,15.6,SRMJEEE,7848,6,High (>5L),Northeast,6,3
Aizawl Institute of Applied Sciences (Deemed),Aizawl,Mizoram,Deemed,1890,12.0,A,239,1324.0,1.5,309813.0,152187,True,77.4,16.08,63.68,276,2093.7,True,False,False,False,False,False,14.4,TS EAMCET,1952,136,Medium (1-5L),Northeast,1,4
Silchar Institute of Applied Sciences,Silchar,Assam,Private,1985,,A,192,938.0,2.1,611223.0,56028,True,74.9,9.49,24.4,334,18.0,True,True,True,True,True,True,79.7,SRMJEEE,1982,41,High (>5L),Northeast,6,4
New Delhi Institute of Commerce (Deemed),New Delhi,Delhi,Deemed,2004,,A,24,197.0,37.3,303308.0,54004,True,67.0,6.61,17.26,266,2346.0,False,False,False,True,False,False,18.3,State Level,7354,22,Medium (1-5L),North,1,4
State Institute of Fashion Design Bhavnagar,Bhavnagar,Gujarat,Government,1900,257.0,B+,134,539.0,13.5,36862.0,130277,True,59.7,2.57,9.64,107,858.7,True,True,True,True,True,True,24.7,Own Entrance,7279,126,Low (<1L),West,6,2
Babasaheb Institute of Management Tura,Tura,Meghalaya,Private,1877,213.0,B++,157,473.0,1.5,551767.0,27352,True,61.5,5.48,25.145,21,,False,True,False,True,True,False,27.0,CUET,697,149,High (>5L),Northeast,3,3
Varanasi College of Social Work,Varanasi,Uttar Pradesh,Private,1983,,B++,129,539.0,7.1,356730.0,88583,True,77.5,8.43,27.33,404,2216.2,True,False,False,False,True,True,14.2,NEET UG,3827,43,Medium (1-5L),North,3,3
Deemed Institute of Education Chandigarh,Chandigarh,Chandigarh,Deemed,1934,161.0,B++,76,1437.0,3.8,426147.0,60789,True,68.7,8.93,44.19,618,1946.2,True,False,True,True,False,False,21.6,State Level,5507,92,Medium (1-5L),North,3,3
Subhas Institute of Ayurveda Karaikal,Karaikal,Puducherry,Private,1924,,A,15,779.0,4.8,454182.0,111919,True,73.3,5.48,25.145,81,1697.8,False,True,False,False,True,False,43.6,State Level,5390,102,Medium (1-5L),South,2,4
Pantnagar College of Applied Sciences,Pantnagar,Uttarakhand,Private,1854,299.0,A,30,1068.0,4.4,200479.0,102677,True,56.2,2.15,4.87,642,2391.6,True,True,False,False,True,True,17.1,KCET,4747,172,Medium (1-5L),North,4,4
Modern Institute of Information Technology Aurangabad,Aurangabad,Maharashtra,Private,2002,11.0,A,53,1147.0,6.6,1582836.0,70568,True,93.8,18.4,61.34,399,334.4,False,True,False,False,True,True,50.3,UPSEE,7517,24,High (>5L),West,3,4
University of Kerala,Thiruvananthapuram,Kerala,Government,1937,147.0,A++,97,1225.0,1.6,52274.0,175967,True,78.2,10.62,72.55,46,234.6,False,True,False,False,False,False,26.1,Own Entrance,2000,89,Low (<1L),South,1,6
Modern Institute of Social Work Udaipur,Udaipur,Rajasthan,Private,1956,304.0,B+,70,481.0,3.2,221328.0,103775,True,48.2,4.15,20.42,285,2166.4,True,True,True,False,False,False,7.1,VITEEE,1529,70,Medium (1-5L),North,3,2
Gandhi Foundation Dental Sciences College Chandigarh,Chandigarh,Chandigarh,Private,2012,74.0,B++,148,848.0,1.9,1546452.0,58609,True,80.8,20.91,130.22,60,1642.6,True,False,True,True,True,False,9.7,TS EAMCET,1579,14,High (>5L),North,4,3
Rajendra Prasad College of Nursing and Research Silchar,Silchar,Assam,Private,2000,,B++,124,372.0,5.4,557234.0,176231,True,79.1,9.78,37.35,158,1375.9,True,True,True,True,True,True,70.6,CUET,2010,26,High (>5L),Northeast,6,3
Tamil Nadu Agricultural University,Coimbatore,Tamil Nadu,Government,1971,242.0,A+,92,1295.0,0.6,49039.0,69060,True,77.6,7.37,32.11,384,461.4,False,False,True,True,True,True,36.6,TNAU Entrance,800,55,Low (<1L),South,4,5
Guru Gobind Singh College of Fashion Design and Research Aizawl,Aizawl,Mizoram,Private,1937,,B++,172,728.0,2.1,231042.0,177921,True,63.4,5.32,17.55,421,466.5,False,False,True,True,False,False,53.6,TNEA,1540,89,Medium (1-5L),Northeast,2,3
Manipal College of Pharmaceutical Sciences,Manipal,Karnataka,Private,1963,199.0,A+,240,180.0,2.2,614337.0,126286,True,70.8,8.14,46.27,102,1374.9,False,False,False,True,True,True,62.0,MET,400,63,High (>5L),South,3,5
Namchi Institute of Arts (Deemed),Namchi,Sikkim,Deemed,1918,,A,191,619.0,10.0,309813.0,54130,True,37.9,2.83,8.71,203,1047.0,False,False,False,True,True,True,35.3,KCET,6174,108,Medium (1-5L),Northeast,3,4
Nashik Information Technology Autonomous College,Nashik,Maharashtra,Autonomous,1863,52.0,A++,232,1127.0,1.8,153759.0,82575,True,58.0,3.05,6.77,666,221.1,True,True,False,False,True,True,54.2,AP EAMCET,1997,163,Medium (1-5L),West,4,6
Dimapur Autonomous College of Veterinary Science,Dimapur,Nagaland,Autonomous,1958,416.0,A,209,406.0,3.5,123346.0,80540,True,48.6,2.57,13.76,18,2212.1,True,True,False,True,False,False,12.9,KCET,1432,68,Medium (1-5L),Northeast,3,4
State Institute of Medical Sciences Haridwar,Haridwar,Uttarakhand,Government,1899,213.0,B,28,249.0,8.7,25648.0,52028,True,71.9,2.89,7.82,106,1778.8,True,True,False,False,True,True,39.2,SRMJEEE,2171,127,Low (<1L),North,4,1
Deemed Institute of Applied Sciences Bhubaneswar,Bhubaneswar,Odisha,Deemed,1908,372.0,B+,214,390.0,16.8,293198.0,179832,True,35.1,4.87,10.33,150,23.9,True,True,True,False,True,True,14.3,University Entrance,6540,118,Medium (1-5L),East,5,2
Shillong Autonomous College of Physical Education,Shillong,Meghalaya,Autonomous,1896,281.0,B++,182,857.0,0.2,132652.0,114008,True,45.4,4.64,15.39,631,2415.2,False,False,False,False,False,True,4.5,MHT CET,164,130,Medium (1-5L),Northeast,1,3
Sri Rajendra Prasad Institute of Engineering Hazaribagh,Hazaribagh,Jharkhand,Private,1963,323.0,B+,182,87.0,53.7,149060.0,51168,True,50.3,3.52,12.9,693,1975.9,False,True,True,True,True,True,24.4,MHT CET,4676,63,Medium (1-5L),East,5,2
Lucknow Institute of Veterinary Science,Lucknow,Uttar Pradesh,Private,1916,231.0,A+,33,238.0,22.1,383429.0,153536,True,60.5,6.37,24.53,16,1477.3,True,True,True,True,True,True,36.8,Own Entrance,5253,110,Medium (1-5L),North,6,5
Saraswati Foundation Management College Ambala,Ambala,Haryana,Private,2001,350.0,A,85,779.0,4.8,378116.0,152650,True,47.2,3.06,13.69,215,1727.3,False,False,True,False,True,True,68.7,COMEDK,3831,25,Medium (1-5L),North,3,4
Radhakrishnan College of Ayurveda and Research Hamirpur,Hamirpur,Himachal Pradesh,Private,1996,,A,178,411.0,4.4,244067.0,68683,True,34.1,4.35,21.85,301,683.2,False,True,True,True,False,True,35.2,VITEEE,1822,30,Medium (1-5L),North,4,4
Government College of Fine Arts Prayagraj,Prayagraj,Uttar Pradesh,Government,1909,453.0,B++,229,672.0,7.0,14962.0,68583,False,35.3,2.16,12.07,80,2023.9,True,True,True,True,True,True,36.8,JEE Main,4695,117,Low (<1L),North,6,3
Vadodara Government Fine Arts College,Vadodara,Gujarat,Government,1983,73.0,B,121,93.0,8.9,25923.0,45409,True,65.0,13.83,90.47,486,2169.7,True,False,False,True,False,True,8.2,TS EAMCET,829,43,Low (<1L),West,3,1
Academy of Fine Arts Kochi,Kochi,Kerala,Deemed,1882,79.0,A+,140,71.0,67.4,470452.0,75206,False,53.2,6.33,31.0,373,1052.3,False,False,False,False,False,False,73.0,TNEA,4785,144,Medium (1-5L),South,0,5
Modern Institute of Fashion Design Thanjavur,Thanjavur,Tamil Nadu,Private,1883,270.0,A,212,938.0,5.9,150749.0,150520,False,26.7,5.08,22.91,154,690.2,False,False,False,False,False,False,80.9,COMEDK,5521,143,Medium (1-5L),South,0,4
Global Academy of Computer Science Itanagar,Itanagar,Arunachal Pradesh,Private,1904,367.0,B++,107,313.0,17.7,342999.0,83633,True,60.7,2.34,6.18,344,2245.3,True,True,True,True,True,False,69.9,VITEEE,5535,122,Medium (1-5L),Northeast,5,3
Kalyani Institute of Fine Arts (Deemed),Kalyani,West Bengal,Deemed,1983,,B+,109,203.0,25.9,1344340.0,97225,True,86.5,15.43,51.3,153,2200.9,True,True,True,True,False,True,72.2,KCET,5259,43,High (>5L),East,5,2
Academy of Pharmacy Jabalpur,Jabalpur,Madhya Pradesh,Deemed,1957,,A,144,1193.0,4.6,509478.0,91730,True,64.9,4.15,9.25,281,,True,True,False,True,True,True,6.2,VITEEE,5440,69,High (>5L),Central,5,4
New Delhi Institute of Pharmacy,New Delhi,Delhi,Private,1985,106.0,A++,112,806.0,1.4,373151.0,71464,True,62.2,8.05,17.54,585,1987.2,False,True,False,True,True,False,83.3,Own Entrance,1167,41,Medium (1-5L),North,3,6
Kasturba Medical College Manipal,Manipal,Karnataka,Private,1953,,A++,44,779.0,4.8,458421.0,39269,False,57.2,5.23,29.07,408,793.1,False,True,True,True,False,True,10.0,NEET UG,250,73,Medium (1-5L),South,4,6
Bangalore University,Bangalore,Karnataka,Government,1964,135.0,A+,248,1293.0,1.9,26181.0,157315,True,81.3,12.27,84.37,173,947.9,True,True,True,False,True,True,33.0,Own Entrance,2500,62,Low (<1L),South,5,5
Lakshmi College of Education and Research Kharagpur,Kharagpur,West Bengal,Private,1991,450.0,B,55,394.0,6.3,359942.0,134311,True,41.9,3.4,10.08,297,2404.8,False,False,True,False,True,True,9.6,State Level,2471,35,Medium (1-5L),East,3,1
Academy of Homeopathy Bhubaneswar,Bhubaneswar,Odisha,Deemed,2005,91.0,B++,109,66.0,4.1,169961.0,106010,False,72.0,5.67,19.09,72,607.8,True,True,False,True,False,False,28.7,KCET,270,21,Medium (1-5L),East,3,3
Bhabha Foundation Pharmacy College Thane,Thane,Maharashtra,Private,2016,337.0,A,195,1065.0,5.4,396325.0,92755,False,32.3,2.78,7.88,454,2283.9,True,True,False,False,True,False,40.2,CUET,5725,10,Medium (1-5L),West,3,4
Gandhi University Gulbarga,Gulbarga,Karnataka,Private,1879,215.0,B++,55,521.0,8.7,230927.0,51180,True,30.9,3.52,15.76,368,1517.4,False,True,True,True,False,False,46.4,NATA,4529,147,Medium (1-5L),South,3,3
Punjab State Architecture College Jalandhar,Jalandhar,Punjab,Government,1858,237.0,B+,97,261.0,16.6,83482.0,100976,True,78.8,13.79,58.79,67,850.0,False,True,False,False,True,False,13.6,JEE Main,4328,168,Low (<1L),North,2,2
